temperature_K,thermal_conductivity_W_per_cmK,thermal_conductivity_W_per_mK,value_basis,source_segment,suggested_total_relative_uncertainty_pct,independent_measurement,interpolation_method,source_figure
153,0.182042,18.2042,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
154,0.182418,18.2418,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
155,0.182795,18.2795,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
156,0.183171,18.3171,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
157,0.183541,18.3541,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
158,0.183902,18.3902,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
159,0.184248,18.4248,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
160,0.184576,18.4576,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
161,0.184884,18.4884,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
162,0.185171,18.5171,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
163,0.185453,18.5453,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
164,0.185731,18.5731,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
165,0.186006,18.6006,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
166,0.186276,18.6276,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
167,0.186542,18.6542,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
168,0.186802,18.6802,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
169,0.187057,18.7057,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
170,0.187305,18.7305,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
171,0.187547,18.7547,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
172,0.187783,18.7783,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
173,0.188012,18.8012,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
174,0.188233,18.8233,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
175,0.188446,18.8446,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
176,0.188651,18.8651,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
177,0.188849,18.8849,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
178,0.189037,18.9037,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
179,0.189215,18.9215,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
180,0.189382,18.9382,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
181,0.18954,18.954,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
182,0.18969,18.969,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
183,0.189832,18.9832,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
184,0.189967,18.9967,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
185,0.190098,19.0098,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
186,0.190223,19.0223,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
187,0.190345,19.0345,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
188,0.190463,19.0463,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
189,0.19058,19.058,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
190,0.190695,19.0695,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
191,0.19081,19.081,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
192,0.190925,19.0925,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
193,0.191041,19.1041,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
194,0.191159,19.1159,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
195,0.191279,19.1279,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
196,0.191403,19.1403,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
197,0.19153,19.153,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
198,0.191661,19.1661,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
199,0.191798,19.1798,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
200,0.19194,19.194,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
201,0.192088,19.2088,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
202,0.192243,19.2243,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
203,0.192405,19.2405,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
204,0.192576,19.2576,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
205,0.192754,19.2754,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
206,0.192942,19.2942,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
207,0.193142,19.3142,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
208,0.193364,19.3364,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
209,0.193607,19.3607,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
210,0.193868,19.3868,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
211,0.194146,19.4146,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
212,0.194439,19.4439,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
213,0.194746,19.4746,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
214,0.195065,19.5065,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
215,0.195394,19.5394,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
216,0.195733,19.5733,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
217,0.196078,19.6078,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
218,0.196429,19.6429,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
219,0.196785,19.6785,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
220,0.197146,19.7146,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
221,0.197531,19.7531,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
222,0.197942,19.7942,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
223,0.198376,19.8376,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
224,0.19883,19.883,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
225,0.1993,19.93,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
226,0.199783,19.9783,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
227,0.200277,20.0277,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
228,0.200779,20.0779,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
229,0.201285,20.1285,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
230,0.201794,20.1794,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
231,0.202301,20.2301,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
232,0.202804,20.2804,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
233,0.203301,20.3301,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
234,0.203789,20.3789,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
235,0.204265,20.4265,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
236,0.204726,20.4726,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
237,0.205171,20.5171,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
238,0.205596,20.5596,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
239,0.206,20.6,digitized_marker,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
240,0.206385,20.6385,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
241,0.206757,20.6757,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
242,0.207118,20.7118,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
243,0.207467,20.7467,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
244,0.207807,20.7807,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
245,0.208138,20.8138,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
246,0.208461,20.8461,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
247,0.208778,20.8778,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
248,0.209088,20.9088,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
249,0.209394,20.9394,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
250,0.209695,20.9695,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
251,0.209993,20.9993,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
252,0.21029,21.029,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
253,0.210584,21.0584,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
254,0.210879,21.0879,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
255,0.211173,21.1173,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
256,0.211469,21.1469,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
257,0.211767,21.1767,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
258,0.212067,21.2067,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
259,0.212371,21.2371,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
260,0.212679,21.2679,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
261,0.212992,21.2992,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
262,0.213311,21.3311,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
263,0.213637,21.3637,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
264,0.21397,21.397,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
265,0.214311,21.4311,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
266,0.21466,21.466,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
267,0.215019,21.5019,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
268,0.215388,21.5388,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
269,0.215767,21.5767,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
270,0.216158,21.6158,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
271,0.216564,21.6564,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
272,0.216986,21.6986,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
273,0.217421,21.7421,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
274,0.217869,21.7869,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
275,0.218329,21.8329,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
276,0.2188,21.88,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
277,0.21928,21.928,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
278,0.219768,21.9768,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
279,0.220264,22.0264,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
280,0.220766,22.0766,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
281,0.221274,22.1274,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
282,0.221786,22.1786,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
283,0.222302,22.2302,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
284,0.22282,22.282,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
285,0.223339,22.3339,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
286,0.223859,22.3859,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
287,0.224378,22.4378,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
288,0.224897,22.4897,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
289,0.225426,22.5426,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
290,0.225987,22.5987,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
291,0.226569,22.6569,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
292,0.227161,22.7161,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
293,0.227751,22.7751,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
294,0.228327,22.8327,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
295,0.22888,22.888,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
296,0.229398,22.9398,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
297,0.229869,22.9869,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
298,0.230287,23.0287,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
299,0.230659,23.0659,PCHIP_logT_logk,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
300,0.231,23.1,digitized_trace_anchor,E.D.-constantan trace,3,false,shape-preserving PCHIP in ln(T)-ln(k),"NIST Monograph 131, Figure 43f, printed page 296"
